Order,PID,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Mo Sold,Yr Sold,Sale Type,Sale Condition,Age,year_since_remod
881,907412020,4.110873864173311,RL,4.189654742026425,9313,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,6.762729506931879,864.0,GasA,Ex,Y,SBrkr,6.762729506931879,6.762729506931879,0.0,7.455298485683291,0.0,0.0,2,1,3,0.6931471805599453,Gd,7,Typ,0,,Attchd,2004.0,RFn,2.0,572.0,TA,TA,Y,5.236441962829949,4.04305126783455,4,2009,WD ,Normal,5,5
882,907414020,3.044522437723423,RL,4.1588830833596715,8487,Pave,Reg,Lvl,AllPub,FR2,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,5.351858133476067,Gd,TA,PConc,Gd,TA,Av,GLQ,3.044522437723423,Unf,0.0,7.300472814267799,1500.0,GasA,Ex,Y,SBrkr,7.313886831633462,0.0,0.0,7.313886831633462,0.0,0.0,2,0,3,0.6931471805599453,Gd,6,Typ,0,,Attchd,2004.0,RFn,2.0,570.0,TA,TA,Y,5.262690188904886,3.6109179126442243,8,2009,WD ,Normal,5,5
883,907414080,4.110873864173311,RL,4.174387269895637,8633,Pave,Reg,Lvl,AllPub,FR2,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,5.267858159063328,Unf,0.0,6.302618975744905,738.0,GasA,Ex,Y,SBrkr,6.6052979209482015,6.6052979209482015,0.0,7.29776828253138,1.0,0.0,2,1,3,0.6931471805599453,Gd,7,Typ,0,,Attchd,2005.0,Fin,2.0,540.0,TA,TA,Y,4.61512051684126,3.58351893845611,2,2009,WD ,Normal,4,4
884,907420040,4.110873864173311,RL,4.454347296253507,11069,Pave,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,6.411818267709897,608.0,GasA,Ex,Y,SBrkr,6.411818267709897,6.670766320845874,0.0,7.242082359256962,0.0,0.0,2,1,3,0.6931471805599453,Gd,6,Typ,1,Gd,BuiltIn,2007.0,Fin,2.0,440.0,TA,TA,Y,4.61512051684126,3.6109179126442243,7,2009,WD ,Normal,2,2
885,908102050,3.044522437723423,RL,4.219507705176107,8777,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Feedr,Norm,1Fam,1Story,4,5,1949,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,,,,,0.0,,0.0,0.0,0.0,GasA,Ex,Y,SBrkr,7.027314514039777,0.0,0.0,7.027314514039777,0.0,0.0,2,0,2,0.6931471805599453,Gd,5,Typ,0,,Detchd,2002.0,Fin,2.0,520.0,TA,TA,N,0.0,4.574710978503383,5,2009,WD ,Normal,60,6
886,908102270,3.044522437723423,RL,4.330733340286331,9937,Pave,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,7,1964,1999,Hip,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,PConc,TA,TA,No,BLQ,6.45833828334479,Unf,0.0,6.745236349484363,1486.0,GasA,Ex,Y,SBrkr,7.304515946460155,0.0,0.0,7.304515946460155,1.0,0.0,1,0,3,0.6931471805599453,TA,7,Typ,0,,Detchd,1968.0,Fin,2.0,480.0,TA,TA,Y,0.0,0.0,3,2009,WD ,Normal,45,10
887,908102290,3.044522437723423,RL,4.219507705176107,8877,Pave,Reg,Lvl,AllPub,Inside,Mod,Edwards,Norm,Norm,1Fam,1Story,4,6,1938,1958,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,Mn,ALQ,6.53813982376767,Unf,0.0,4.844187086458591,816.0,GasA,Ex,Y,SBrkr,6.705639094860003,0.0,0.0,6.705639094860003,1.0,0.0,1,0,2,0.6931471805599453,TA,3,Typ,1,Gd,Detchd,1958.0,Unf,1.0,288.0,Fa,Fa,Y,0.0,0.0,5,2009,WD ,Normal,71,51
888,908128060,4.454347296253507,RL,4.174387269895637,7301,Pave,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,SFoyer,7,5,2003,2003,Gable,CompShg,HdBoard,HdBoard,BrkFace,6.2166061010848646,Gd,TA,Slab,,,,,0.0,,0.0,0.0,0.0,GasA,Ex,Y,SBrkr,6.206575926724928,7.2640301428995295,0.0,7.56164174558878,0.0,0.0,3,0,4,0.6931471805599453,Gd,7,Typ,1,Ex,BuiltIn,2003.0,RFn,2.0,672.0,TA,TA,Y,0.0,0.0,7,2009,ConLD,Normal,6,6
889,908151050,4.110873864173311,RL,4.330733340286331,7950,Pave,IR1,Bnk,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,2Story,6,6,1977,1977,Hip,CompShg,HdBoard,Plywood,BrkFace,4.948759890378168,TA,TA,CBlock,TA,TA,No,BLQ,6.284134161070802,Unf,0.0,5.049856007249537,690.0,GasA,TA,Y,SBrkr,6.54965074223381,6.591673732008658,0.0,7.2633296174768365,0.0,0.0,1,1,3,0.6931471805599453,TA,6,Typ,0,,Attchd,1977.0,Fin,2.0,440.0,TA,TA,Y,5.53338948872752,0.0,7,2009,WD ,Normal,32,32
890,908152035,3.044522437723423,RL,4.394449154672439,10682,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,6,1960,1971,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,GLQ,5.991464547107982,Unf,0.0,6.423246963533519,1014.0,GasA,TA,Y,SBrkr,7.047517221357296,0.0,0.0,7.047517221357296,1.0,0.0,1,0,3,0.6931471805599453,TA,7,Min1,0,,2Types,1968.0,Fin,1.0,544.0,TA,TA,Y,0.0,5.484796933490655,7,2009,WD ,Normal,49,38
891,908152100,4.394449154672439,RL,4.290459441148391,7200,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,SLvl,6,6,1976,1976,Hip,CompShg,MetalSd,MetalSd,BrkFace,5.545177444479562,TA,TA,CBlock,TA,TA,Av,ALQ,6.448889394146858,Unf,0.0,6.018593214496234,1041.0,GasA,Ex,Y,SBrkr,7.026426808699636,0.0,0.0,7.026426808699636,1.0,0.0,1,0,3,0.6931471805599453,TA,6,Typ,1,Fa,Detchd,1977.0,Unf,1.0,352.0,TA,TA,Y,5.6937321388027,0.0,10,2009,WD ,Abnorml,33,33
892,908154040,3.044522437723423,RL,4.465908118654584,13286,Pave,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,9,5,2007,2008,Hip,CompShg,CemntBd,CmentBd,Stone,5.831882477283517,Ex,TA,PConc,Ex,TA,No,GLQ,7.118826249062078,Unf,0.0,6.142037405587356,1698.0,GasA,Ex,Y,SBrkr,7.4377951216719325,0.0,0.0,7.4377951216719325,1.0,0.0,2,0,3,0.6931471805599453,Ex,8,Typ,1,Gd,Attchd,2007.0,Fin,3.0,768.0,TA,TA,Y,5.793013608384144,4.174387269895637,2,2009,WD ,Normal,2,1
893,908186080,5.198497031265826,RM,3.58351893845611,3675,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,TwnhsE,SFoyer,6,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,4.394449154672439,TA,TA,Wood,Gd,TA,Gd,GLQ,6.306275286948016,Unf,0.0,0.0,547.0,GasA,Gd,Y,SBrkr,6.9782137426306985,0.0,0.0,6.9782137426306985,1.0,0.0,1,0,2,0.6931471805599453,TA,5,Typ,0,,Basment,2005.0,Fin,2.0,525.0,TA,TA,Y,0.0,3.367295829986474,4,2009,WD ,Normal,4,3
894,908201040,3.044522437723423,RL,3.9318256327243257,9405,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,9,1947,2008,Hip,CompShg,VinylSd,VinylSd,None,0.0,TA,Ex,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,6.54965074223381,698.0,GasA,Ex,Y,SBrkr,6.54965074223381,0.0,0.0,6.54965074223381,0.0,0.6931471805599453,1,0,2,0.6931471805599453,TA,4,Typ,0,,,,,0.0,0.0,,,Y,0.0,5.303304908059076,6,2009,WD ,Normal,62,1
895,908203090,3.044522437723423,RL,4.174387269895637,6410,Pave,Reg,HLS,AllPub,Inside,Mod,Edwards,Norm,Norm,1Fam,1Story,4,5,1959,1959,Gable,CompShg,AsbShng,AsbShng,None,0.0,TA,TA,CBlock,TA,TA,No,LwQ,5.808142489980444,Rec,5.497168225293202,5.71042701737487,876.0,GasA,TA,Y,FuseA,6.776506992372183,0.0,0.0,6.776506992372183,0.0,0.0,1,0,3,0.6931471805599453,TA,5,Typ,0,,Detchd,1959.0,Unf,1.0,320.0,TA,TA,Y,0.0,0.0,3,2009,WD ,Normal,50,50
896,908225290,3.044522437723423,RL,4.2626798770413155,11767,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,5,1950,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,Fa,TA,Mn,Rec,6.983789965258135,Unf,0.0,0.0,1078.0,GasA,TA,Y,FuseA,7.221835825288449,0.0,0.0,7.221835825288449,1.0,0.0,1,0,3,0.6931471805599453,TA,6,Min1,0,,Attchd,1950.0,RFn,1.0,195.0,TA,TA,Y,0.0,3.7376696182833684,6,2009,WD ,Normal,59,59
897,908225370,3.9318256327243257,RL,3.9318256327243257,8405,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,4,3,1945,1950,Gable,CompShg,WdShing,Wd Shng,None,0.0,TA,TA,Slab,,,,,0.0,,0.0,0.0,0.0,Wall,TA,N,FuseF,6.9930151229329605,6.091309882077698,0.0,7.333023014386481,0.0,0.0,2,0,4,0.6931471805599453,TA,9,Mod,0,,Detchd,1945.0,Unf,1.0,240.0,TA,TA,N,4.532599493153256,0.0,4,2009,WD ,Normal,64,59
898,908229020,3.4339872044851463,RL,4.04305126783455,4060,Pave,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Feedr,Norm,1Fam,1Story,5,8,1922,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,Fa,TA,No,Unf,0.0,Unf,0.0,6.762729506931879,864.0,GasA,Ex,Y,SBrkr,6.762729506931879,0.0,0.0,6.762729506931879,0.0,0.0,1,0,2,0.6931471805599453,TA,4,Typ,0,,,,,0.0,0.0,,,Y,0.0,4.574710978503383,7,2009,WD ,Normal,87,59
899,908250030,3.044522437723423,RL,4.31748811353631,10206,Pave,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,3,3,1952,1952,Flat,Tar&Grv,BrkComm,Brk Cmn,None,0.0,TA,TA,Slab,,,,,0.0,,0.0,0.0,0.0,GasW,Fa,N,FuseF,6.851184927493743,0.0,0.0,6.851184927493743,0.0,0.0,1,0,2,0.6931471805599453,Fa,4,Min1,0,,Detchd,1956.0,Unf,2.0,528.0,TA,Fa,Y,0.0,0.0,7,2009,WD ,Normal,57,57
900,908275040,4.51085950651685,RL,4.189654742026425,10926,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Duplex,1Story,5,5,1959,1959,Hip,CompShg,VinylSd,VinylSd,BrkFace,4.31748811353631,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,7.425953657077541,1678.0,GasA,TA,Y,SBrkr,7.425953657077541,0.0,0.0,7.425953657077541,0.0,0.0,2,0,6,1.0986122886681098,TA,10,Typ,0,,,,,0.0,0.0,,,Y,0.0,0.0,8,2009,WD ,Normal,50,50
901,908275110,3.044522437723423,RL,4.2626798770413155,11767,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,5,1956,1956,Hip,CompShg,HdBoard,HdBoard,BrkFace,5.560681631015528,TA,TA,CBlock,TA,TA,No,Rec,6.304448802421981,Unf,0.0,6.405228458030842,1150.0,GasA,Ex,Y,SBrkr,7.353081920515432,0.0,0.0,7.353081920515432,0.0,0.0,1,0,2,0.6931471805599453,TA,7,Min1,1,TA,Attchd,1956.0,Unf,1.0,313.0,TA,TA,Y,0.0,0.0,5,2009,WD ,Normal,53,53
902,908276150,3.044522437723423,RL,,8926,Pave,IR1,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,3,1956,1956,Gable,CompShg,AsbShng,AsbShng,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,6.511745329644728,672.0,GasA,Ex,Y,FuseA,6.8679744089702925,0.0,0.0,6.8679744089702925,0.0,0.0,1,0,3,0.6931471805599453,TA,5,Typ,0,,Basment,1956.0,Unf,1.0,288.0,TA,TA,Y,4.174387269895637,0.0,10,2009,COD,Abnorml,53,53
903,909101010,3.9318256327243257,RL,4.219507705176107,12354,Pave,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,6,8,1920,2000,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,Fa,Mn,Unf,0.0,Unf,0.0,6.529418838262226,684.0,GasA,Gd,Y,SBrkr,6.529418838262226,6.240275845170769,0.0,7.087573705557973,0.0,0.0,1,0,3,0.6931471805599453,Gd,7,Typ,0,,Detchd,2005.0,Unf,2.0,528.0,TA,TA,Y,0.0,3.8501476017100584,8,2009,ConLI,Normal,89,9
904,909101100,3.9318256327243257,RL,3.828641396489095,8212,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,6,1941,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,6.440946540632921,Unf,0.0,4.553876891600541,720.0,GasA,Ex,Y,SBrkr,6.75110146893676,6.09807428216624,0.0,7.1693500166706,0.0,0.0,1,0,3,0.6931471805599453,TA,6,Typ,2,Gd,Detchd,1940.0,Unf,1.0,256.0,TA,TA,Y,4.442651256490317,0.0,9,2009,WD ,Normal,68,59
905,909101140,3.9318256327243257,RL,4.110873864173311,10998,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,5,1941,1960,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,LwQ,6.013715156042802,BLQ,6.042632833682381,5.056245805348308,984.0,GasA,Ex,Y,SBrkr,6.892641641172089,6.431331081933479,0.0,7.380879035564116,0.0,0.0,2,0,3,0.6931471805599453,TA,6,Min2,0,,Detchd,1977.0,Unf,2.0,660.0,TA,TA,Y,0.0,4.23410650459726,7,2009,WD ,Normal,68,49
906,909129090,3.9318256327243257,RH,4.2626798770413155,6300,Pave,Reg,Lvl,AllPub,Corner,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,5,4,1938,1950,Gable,CompShg,MetalSd,MetalSd,BrkFace,4.48863636973214,TA,TA,PConc,TA,Fa,No,LwQ,6.725033642166843,Unf,0.0,0.0,832.0,GasA,TA,Y,SBrkr,6.725033642166843,6.07993319509559,0.0,7.1459844677143876,0.0,0.0,1,1,3,0.6931471805599453,TA,7,Typ,2,Gd,Basment,1938.0,Unf,1.0,250.0,TA,TA,Y,0.0,0.0,7,2009,WD ,Abnorml,71,59
907,909129100,3.9318256327243257,RH,4.02535169073515,4500,Pave,IR2,Bnk,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,5,5,1932,2000,Gable,CompShg,VinylSd,Stucco,None,0.0,TA,TA,BrkTil,TA,TA,No,Rec,5.209486152841421,Unf,0.0,6.416732282512326,793.0,GasA,Ex,Y,SBrkr,6.744059186311348,6.511745329644728,0.0,7.327123292259293,0.0,0.0,1,0,3,0.6931471805599453,TA,6,Typ,0,,Detchd,1968.0,Unf,1.0,281.0,TA,TA,Y,0.0,0.0,7,2009,WD ,Abnorml,77,9
908,909175080,3.4339872044851463,RL,4.110873864173311,8400,Pave,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1Story,2,5,1920,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,Fa,No,Rec,5.673323267171493,Unf,0.0,0.0,290.0,GasA,TA,N,FuseF,6.0844994130751715,0.0,0.0,6.0844994130751715,0.0,0.0,1,0,1,0.6931471805599453,Fa,3,Typ,0,,Detchd,1930.0,Unf,1.0,246.0,TA,TA,N,0.0,0.0,1,2009,WD ,Normal,89,59
909,909178160,3.9318256327243257,RL,4.110873864173311,9900,Pave,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,6,7,1940,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,6.658011045870748,778.0,GasA,TA,Y,SBrkr,6.851184927493743,6.302618975744905,0.0,7.306531398939505,0.0,0.0,2,0,3,0.6931471805599453,TA,7,Typ,1,Gd,Detchd,1940.0,Unf,1.0,240.0,TA,TA,Y,5.817111159963204,0.0,7,2009,WD ,Normal,69,59
910,909179020,4.330733340286331,RL,4.634728988229636,15863,Pave,Reg,Lvl,AllPub,Corner,Gtl,SWISU,Norm,Norm,1Fam,2.5Fin,7,3,1920,1970,Gable,CompShg,Wd Sdng,Plywood,None,0.0,TA,TA,BrkTil,TA,TA,No,GLQ,6.261491684321042,Unf,0.0,5.71042701737487,824.0,GasA,Ex,Y,SBrkr,7.431299675155903,6.906754778648554,5.986452005284438,8.03365842788615,1.0,0.0,2,1,5,0.6931471805599453,TA,12,Typ,2,TA,Basment,1970.0,Fin,2.0,672.0,TA,TA,Y,4.919980925828125,4.1588830833596715,8,2009,WD ,Normal,89,39
911,909250080,4.2626798770413155,RL,3.784189633918261,5707,Pave,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Feedr,Norm,1Fam,2Story,6,6,1935,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,6.369900982828227,583.0,GasA,Gd,Y,FuseF,6.473890696352274,6.39024066706535,0.0,7.1252830915107115,0.0,0.0,1,1,3,0.6931471805599453,TA,6,Typ,1,Gd,Detchd,1926.0,Unf,1.0,180.0,Fa,TA,Y,5.799092654460526,4.574710978503383,3,2009,WD ,Normal,74,59
912,909250220,3.9318256327243257,RL,4.189654742026425,7804,Pave,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,4,3,1928,1950,Gable,CompShg,WdShing,Plywood,None,0.0,TA,TA,BrkTil,TA,TA,No,BLQ,6.434546518787453,Unf,0.0,6.2166061010848646,1122.0,GasA,TA,Y,SBrkr,7.192182058713246,6.483107351457199,0.0,7.591861714889934,1.0,0.0,2,0,4,0.6931471805599453,Gd,7,Min2,2,TA,Detchd,1981.0,Unf,2.0,576.0,TA,TA,Y,6.068425588244111,3.8066624897703196,12,2009,WD ,Normal,81,59
913,909251050,3.4339872044851463,RL,4.174387269895637,8574,Pave,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,6,8,1916,2000,Gable,CompShg,Stucco,Stucco,None,0.0,Gd,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,6.705639094860003,816.0,GasA,Ex,Y,SBrkr,7.117205503164344,0.0,0.0,7.117205503164344,0.0,0.0,1,0,3,0.6931471805599453,Gd,6,Typ,1,Gd,Detchd,1916.0,Unf,2.0,440.0,TA,TA,Y,0.0,0.0,10,2009,WD ,Normal,93,9
914,909251170,3.9318256327243257,RL,3.9512437185814275,6171,Pave,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,6,6,1925,1990,Gable,CompShg,WdShing,Wd Shng,None,0.0,TA,TA,BrkTil,TA,TA,No,BLQ,5.579729825986222,Unf,0.0,6.569481420414296,976.0,GasA,Ex,Y,SBrkr,7.057036981697891,6.1070228877422545,0.0,7.3833681469923835,0.0,0.0,2,1,3,0.6931471805599453,Gd,7,Typ,1,Gd,Detchd,1925.0,Unf,1.0,216.0,Fa,TA,Y,4.997212273764115,2.833213344056216,10,2009,WD ,Normal,84,19
915,909252020,4.2626798770413155,RL,4.110873864173311,7200,Pave,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Feedr,Norm,1Fam,2Story,7,9,1936,2007,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Gd,Gd,PConc,Gd,Gd,No,ALQ,5.860786223465865,BLQ,5.351858133476067,0.0,560.0,GasA,Ex,Y,SBrkr,6.3561076606958915,6.329720905522696,0.0,7.035268599281097,1.0,0.0,1,0,3,0.6931471805599453,Gd,6,Typ,0,,Detchd,1971.0,RFn,2.0,576.0,TA,TA,Y,5.54907608489522,0.0,4,2009,WD ,Normal,73,2
916,909253010,3.9318256327243257,RL,4.060443010546419,7558,Pave,Reg,Bnk,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,6,6,1928,1950,Gable,CompShg,BrkFace,Stone,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,6.799055862058796,896.0,GasA,Gd,Y,SBrkr,7.067319848653476,6.60934924316738,0.0,7.5569505720129,0.0,0.0,1,1,3,0.6931471805599453,TA,9,Typ,1,TA,Detchd,1929.0,Unf,2.0,342.0,Fa,Fa,Y,0.0,0.0,3,2009,WD ,Normal,81,59
917,909253180,3.9318256327243257,RL,3.970291913552122,6292,Pave,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,7,7,1928,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,6.759255270663693,861.0,GasA,Gd,Y,SBrkr,6.777646593635117,6.398594934535208,0.0,7.298445101508147,0.0,0.6931471805599453,2,0,3,0.6931471805599453,TA,6,Typ,1,Gd,Detchd,1928.0,Unf,1.0,216.0,TA,TA,Y,0.0,3.9318256327243257,8,2009,WD ,Normal,81,59
918,909254010,4.2626798770413155,RL,3.9889840465642745,7155,Pave,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,7,8,1918,1990,Gambrel,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,Fa,Mn,Unf,0.0,Unf,0.0,6.398594934535208,600.0,GasA,Ex,Y,SBrkr,6.444131256700441,6.398594934535208,0.0,7.113956109566034,0.0,0.0,1,0,3,0.6931471805599453,TA,6,Typ,1,Gd,Detchd,1918.0,Unf,1.0,215.0,Fa,TA,Y,0.0,4.736198448394496,5,2009,WD ,Normal,91,19
919,909257050,4.2626798770413155,RL,3.9889840465642745,10918,Pave,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,7,9,1926,2004,Gambrel,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,BrkTil,Gd,TA,No,Unf,0.0,Unf,0.0,7.152268856032539,1276.0,GasA,Ex,Y,SBrkr,7.152268856032539,6.690842277418564,0.0,7.640603826393634,0.0,0.0,1,1,3,0.6931471805599453,Gd,9,Typ,2,Gd,Detchd,1926.0,Unf,1.0,282.0,TA,TA,Y,0.0,0.0,6,2009,WD ,Normal,83,5
920,909275080,3.9318256327243257,RL,4.110873864173311,13680,Pave,Reg,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,1Fam,1.5Fin,5,6,1940,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,6.591673732008658,Unf,0.0,4.727387818712341,840.0,GasA,Ex,Y,SBrkr,6.734591659972948,6.590301048196686,0.0,7.357556200910353,1.0,0.0,1,1,2,0.6931471805599453,TA,6,Min2,2,TA,Detchd,1961.0,Unf,2.0,440.0,TA,TA,Y,0.0,3.091042453358316,2,2009,WD ,Normal,69,59
921,909276110,4.2626798770413155,RL,,7500,Pave,IR1,Bnk,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,6,7,1942,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,6.306275286948016,Unf,0.0,5.41610040220442,771.0,GasA,Fa,Y,SBrkr,6.625392368007956,6.60934924316738,0.0,7.3098814858247865,0.0,0.0,1,0,3,0.6931471805599453,Gd,7,Typ,2,Gd,Attchd,1942.0,Unf,1.0,213.0,TA,TA,P,0.0,0.0,11,2009,WD ,Normal,67,59
922,909276200,3.9318256327243257,RL,4.875197323201151,9600,Pave,IR1,HLS,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,5,7,1940,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,Gd,BrkTil,TA,Fa,No,Rec,6.061456918928017,Unf,0.0,5.707110264748875,728.0,GasA,Ex,Y,SBrkr,6.884486652042782,5.808142489980444,0.0,7.1770187659099,1.0,0.0,1,1,2,0.6931471805599453,TA,7,Min2,2,TA,Detchd,1940.0,Unf,1.0,256.0,TA,TA,Y,0.0,4.2626798770413155,6,2009,WD ,Normal,69,59
923,909277090,3.044522437723423,RL,4.394449154672439,14680,Pave,IR1,HLS,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,5,4,1960,1960,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,6.677083461247136,Unf,0.0,6.175867270105761,1273.0,GasA,Ex,Y,SBrkr,7.149916836132109,0.0,0.0,7.149916836132109,0.0,0.0,1,0,2,0.6931471805599453,TA,5,Typ,0,,Attchd,1960.0,Unf,1.0,307.0,TA,TA,Y,6.182084906716632,0.0,6,2009,WD ,Normal,49,49
